text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,gpt_migration,predicted_label
We condemn in the strongest possible terms the form of deportations currently practiced in Germany to crisis areas such as Afghanistan.,We condemn in the strongest possible terms the form of deportations currently practiced in Germany to crisis areas such as Afghanistan.,201.0,,41113,2005,41113_2005_98563,201,1,security
Alliance 90/The Greens are committed to reforming the asylum law currently in force and making it more humane.,Alliance 90/The Greens are committed to reforming the asylum law currently in force and making it more humane.,201.0,,41113,2005,41113_2005_98564,201,1,humanitarian
The high number of revocation proceedings initiated against positive asylum decisions by the Federal Office for Migration and Refugees is particularly problematic.,The high number of revocation proceedings initiated against positive asylum decisions by the Federal Office for Migration and Refugees is particularly problematic.,201.0,,41113,2005,41113_2005_98565,201,1,humanitarian
Termination of refugee status can only be considered under international refugee law if the return of the persons concerned in safety and dignity is guaranteed.,Termination of refugee status can only be considered under international refugee law if the return of the persons concerned in safety and dignity is guaranteed.,201.0,,41113,2005,41113_2005_98566,201,1,humanitarian
We will continue to advocate that the blanket initiation of revocations against entire groups of refugees be stopped and refrain from doing so in the future.,We will continue to advocate that the blanket initiation of revocations against entire groups of refugees be stopped and refrain from doing so in the future.,705.0,,41113,2005,41113_2005_98568,705,1,security
People living illegally in Germany are also entitled to basic human rights.,People living illegally in Germany are also entitled to basic human rights.,201.0,,41113,2005,41113_2005_98569,201,1,humanitarian
"Socially stable urban neighborhoods, affordable housing, sustainable mobility concepts and more green open spaces are the prerequisites for an improved urban quality of life and effective instruments against urban migration and urban sprawl.","Socially stable urban neighborhoods, affordable housing, sustainable mobility concepts and more green open spaces are the prerequisites for an improved urban quality of life and effective instruments against urban migration and urban sprawl.",408.0,,41113,2005,41113_2005_98653,408,1,economic
"Further, we are committed to a constitutional amendment that would allow all immigrants with settlement rights to vote in local elections.","Further, we are committed to a constitutional amendment that would allow all immigrants with settlement rights to vote in local elections.",202.0,,41113,2005,41113_2005_98694,202,1,cultural
"From A for education to Z for immigration, Europe brings solutions with added value for all.","From A for education to Z for immigration, Europe brings solutions with added value for all.",108.0,,41113,2005,41113_2005_98990,108,1,economic
Refugee protection includes the duty' to ensure that those who need this protection actually have access to the EU.,Refugee protection includes the duty' to ensure that those who need this protection actually have access to the EU.,201.0,,41113,2005,41113_2005_99021,201,1,humanitarian
"We clearly reject the idea of building refugee camps in third countries, such as North Africa and Ukraine.","We clearly reject the idea of building refugee camps in third countries, such as North Africa and Ukraine.",201.0,,41113,2005,41113_2005_99022,201,1,humanitarian
Our goal is full freedom of movement in Europe.,Our goal is full freedom of movement in Europe.,108.0,,41113,2005,41113_2005_99036,108,1,humanitarian
